Dateiname;Ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
Dumas_La princesse de Bagdad :;ark__12148_bpt6k56261021;https://gallica.bnf.fr/ark:/12148/bpt6k56261021;La princesse de Bagdad : pièce en 3 actes ;Dumas, Alexandre (1824-1895);C. Lévy (Paris);1881;"1 vol. (95 p.) ; in-8, Nombre total de vues : 112";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30373554c;Bibliothèque nationale de France, département Littérature et art, 8-YTH-20345;Avec mode texte, Opéras-comiques;bnf.fr;840;80;monographie;91310;09.11.2009 23:00;a47569f0-750e-40c6-a6dd-ddf0decc3ec5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lorrain_Un second oratoire, chroniques retrouvées;ark__12148_bpt6k42214705;https://gallica.bnf.fr/ark:/12148/bpt6k42214705;Un second oratoire, chroniques retrouvées ;Lorrain, Jean (1855-1906);(Dijon);1935;"1 vol. (157 p.) ; gr. in-8, Nombre total de vues : 174";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32151074n;Bibliothèque nationale de France, département Littérature et art, 4-Z-3336;Avec mode texte;bnf.fr;800;80;monographie;88510;03.11.2019 23:00;528827d2-e8ad-4806-801e-d49117604d38;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lecerf_Des Partis politiques, de ce;ark__12148_bpt6k57272233;https://gallica.bnf.fr/ark:/12148/bpt6k57272233;Des Partis politiques, de ce qu'ils veulent, de ce qu'ils font, des suites de leur conduite, par M. Lecerf, ...;Lecerf, Pierre-Louis;E. Poisson (Caen);1850;In-8° , 52 p., Nombre total de vues : 59;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307642548;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB55-1702;Avec mode texte;bnf.fr;320;30;monographie;99980;27.09.2009 22:00;bda683d5-7d8c-4348-8e32-01bd4f369794;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Les victimes d'amour;ark__12148_bpt6k54973279;https://gallica.bnf.fr/ark:/12148/bpt6k54973279;Les victimes d'amour ;Malot, Hector (1830-1907);Paris;;"1 vol. (VIII-792 p.) : ill. ; gr. in-8, Nombre total de vues : 804";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb324124511;Bibliothèque nationale de France, département Littérature et art, 4-Y2-1077;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;9750;09.03.2009 23:00;d7df5e77-5377-48b6-9766-97dcc3e17386;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Dumas_La dame aux perles;ark__12148_bpt6k86304112;https://gallica.bnf.fr/ark:/12148/bpt6k86304112;La dame aux perles ;Dumas, Alexandre (1824-1895);Librairie nouvelle (Paris);1854;"1 vol. (441 p.) ; in-12, Nombre total de vues : 376";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30373480n;Bibliothèque nationale de France, département Littérature et art, Y2-31212;Avec mode texte;bnf.fr;840;80;monographie;99940;13.12.2015 23:00;bd48c2cf-7783-4346-825b-307de56bd4d5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lamartine_Nouveau voyage en Orient;ark__12148_bpt6k5814722f;https://gallica.bnf.fr/ark:/12148/bpt6k5814722f;Nouveau voyage en Orient ;Lamartine, Alphonse de (1790-1869);C. Lévy (Paris);1877;"1 vol. (431 p.) ; in-16, Nombre total de vues : 439";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307258890;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-O2-176 (B);Contient une table des matières, Avec mode texte;bnf.fr;910;90;monographie;92870;21.02.2010 23:00;48b94946-fb19-4356-baf2-dc2007875141;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Loti_Mon frère Yves;ark__12148_bpt6k6101694w;https://gallica.bnf.fr/ark:/12148/bpt6k6101694w;Mon frère Yves ;Loti, Pierre (1850-1923);Calmann Lévy (Paris);1883;"1 vol. (423 p.) ; in-18, Nombre total de vues : 434, application/epub+zip";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb16637761g', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30835815t;Bibliothèque nationale de France, département Littérature et art, 8-Y2-6281;Mon frère Yves (français), Avec mode texte;bnf.fr;840;80;monographie;99980;21.07.2010 22:00;31f9e34e-a4d4-4d01-8817-65d11e83b155;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Leconte de Lisle_Histoire du Moyen-Age;ark__12148_bpt6k97653564;https://gallica.bnf.fr/ark:/12148/bpt6k97653564;Histoire du Moyen-Age ;Leconte de Lisle, Charles-Marie (1818-1894);A. Lemerre (Paris);1876;"1 vol. (386 p.) ; in-12, Nombre total de vues : 412";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30768108s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-G-69;Contient une table des matières, Avec mode texte;bnf.fr;900;90;monographie;9860;14.02.2017 23:00;46a6ff0d-ce78-4f98-8849-bf59894b784c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Les Amants, par Hector Malot;ark__12148_bpt6k5821250c;https://gallica.bnf.fr/ark:/12148/bpt6k5821250c;Les Amants, par Hector Malot;Malot, Hector (1830-1907);Michel Lévy frères (Paris);1862;In-18, 419 p., Nombre total de vues : 428, application/epub+zip;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868561h;Bibliothèque nationale de France, département Littérature et art, Y2-50375;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99980;27.06.2010 22:00;cc3a7449-506e-460a-b2be-97df234c006d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lamartine_Jocelyn : épisode;ark__12148_bpt6k5408919n;https://gallica.bnf.fr/ark:/12148/bpt6k5408919n;Jocelyn : épisode ;Lamartine, Alphonse de (1790-1869);['L. Hachette et Cie (Paris)', 'Furne et Cie (Paris)', 'Pagnerre (Paris)'];1862;"1 vol. (XXXIX-440 p.) : fig. et pl. ; gr. in-8, Nombre total de vues : 508";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12342458p', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30725597s;Bibliothèque nationale de France, département Littérature et art, YE-3243;Jocelyn (français), Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;9660;07.12.2009 23:00;198d224e-a3b4-4965-abae-6ce600829590;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Loti_Jérusalem ...;ark__12148_bpt6k5814105v;https://gallica.bnf.fr/ark:/12148/bpt6k5814105v;Jérusalem ... ;Loti, Pierre (1850-1923);Calmann-Lévy (Paris);1895;"1 vol. (V-221 p.) ; in-18, Nombre total de vues : 239";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308357742;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-O2F-900;Collection : Bibliothèque contemporaine, Avec mode texte;bnf.fr;840;80;monographie;95620;21.02.2010 23:00;9b44864a-f87a-44af-afd6-6ba841a03f09;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
"Leconte de Lisle_Derniers poèmes ; L'Apollonide ;";ark__12148_bpt6k853338n;https://gallica.bnf.fr/ark:/12148/bpt6k853338n;"Derniers poèmes ; L'Apollonide ; La Passion ; Poètes contemporains ; Discours sur Victor Hugo ";Leconte de Lisle, Charles-Marie (1818-1894);Paris;;"[4]-84 p. ; 24 cm, Nombre total de vues : 119";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb41660804g;Bibliothèque nationale de France, département Arsenal, RESERVE 8-Z-11840;Avec mode texte;bnf.fr;;;monographie;8520;07.08.2014 22:00;70dbb785-f8d3-489b-bd2e-7e87776eddd1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_La belle madame Donis (3e;ark__12148_bpt6k64266n;https://gallica.bnf.fr/ark:/12148/bpt6k64266n;La belle madame Donis (3e édition) ;Malot, Hector (1830-1907);Paris;1896;"1 vol. (392 p.) ; in-12, Nombre total de vues : 398";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868583t;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17976;;bnf.fr;840;80;monographie;89560;14.10.2007 22:00;713c3e79-3ac0-497c-8b91-cf95711a741f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Loti_Le château de la Belle;ark__12148_bpt6k81116h;https://gallica.bnf.fr/ark:/12148/bpt6k81116h;Le château de la Belle au bois dormant ;Loti, Pierre (1850-1923);Paris;1910;"1 vol. (306 p.) ; in-18, Nombre total de vues : 322";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308357146;Bibliothèque nationale de France, département Littérature et art, 8-Y2-23540;Collection : Bibliothèque contemporaine, Collection : Bibliothèque contemporaine, Contient une table des matières;bnf.fr;840;80;monographie;96750;14.10.2007 22:00;1cba95f7-11d0-4f33-99c6-164f0932eaf8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_Un dilemme;ark__12148_bpt6k91270s;https://gallica.bnf.fr/ark:/12148/bpt6k91270s;Un dilemme ;Huysmans, Joris-Karl (1848-1907);Paris;1887;"142 p. ; in-32, Nombre total de vues : 151";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30631506q;Bibliothèque nationale de France, département Littérature et art, 8-Y2-41183;;bnf.fr;840;80;monographie;93940;14.10.2007 22:00;e8f8282d-6f7c-414a-a94e-1436d05ddea8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Le sang bleu;ark__12148_bpt6k645267;https://gallica.bnf.fr/ark:/12148/bpt6k645267;Le sang bleu ;Malot, Hector (1830-1907);Paris;1896;"1 vol. (405 p.) : couv. ill. ; in-18, Nombre total de vues : 410";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308686953;Bibliothèque nationale de France, département Littérature et art, 8-Y2-18272;;bnf.fr;840;80;monographie;82780;14.10.2007 22:00;cd148f71-2269-4eb5-9ba1-1c5c0cab571b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_Les fanfarons du roi;ark__12148_bpt6k55425561;https://gallica.bnf.fr/ark:/12148/bpt6k55425561;Les fanfarons du roi ;Féval, Paul (1816-1887);H. Boisgard (Paris);1855;"1 vol (80 p.) : ill., couv. ill. ; gr. in-8, Nombre total de vues : 91";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30433103q;Bibliothèque nationale de France, département Littérature et art, Y2-2525;Appartient à l’ensemble documentaire : UnivJeun0, Avec mode texte;bnf.fr;840;80;monographie;9570;17.05.2009 22:00;311553c1-10c7-4537-97bd-aa928d140da7;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_Là-bas (15e éd.);ark__12148_bpt6k66333f;https://gallica.bnf.fr/ark:/12148/bpt6k66333f;Là-bas (15e éd.) ;Huysmans, Joris-Karl (1848-1907);Paris;1896;"441 p. ; in-18, Nombre total de vues : 448";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb14541217x', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30631476m;Bibliothèque nationale de France, département Littérature et art, 8-Y2-23424;Là-bas (français);bnf.fr;840;80;monographie;0;14.10.2007 22:00;80f35cb3-7b9e-49af-9be7-07351f01fd96;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Mère;ark__12148_bpt6k64268b;https://gallica.bnf.fr/ark:/12148/bpt6k64268b;Mère ;Malot, Hector (1830-1907);Paris;1896;"1 vol. (432 p.) ; in-18, Nombre total de vues : 446";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308686535;Bibliothèque nationale de France, département Littérature et art, 8-Y2-18077;;bnf.fr;840;80;monographie;93920;14.10.2007 22:00;8b57abb2-5653-4065-a500-28b9476baf60;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Vices français;ark__12148_bpt6k91254j;https://gallica.bnf.fr/ark:/12148/bpt6k91254j;Vices français ;Malot, Hector (1830-1907);Paris;1887;"1 vol. (IV-410 p.) ; in-12, Nombre total de vues : 419";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308687465;Bibliothèque nationale de France, département Littérature et art, 8-Y2-40330;Contient une table des matières;bnf.fr;840;80;monographie;95970;14.10.2007 22:00;b4e8c8fc-9056-4ee6-a0c4-06677162792f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Loti_Le livre de la pitié;ark__12148_bpt6k81108w;https://gallica.bnf.fr/ark:/12148/bpt6k81108w;Le livre de la pitié et de la mort (12e édition) ;Loti, Pierre (1850-1923);Paris;1891;"1 vol. (III-320 p.) ; in-18, Nombre total de vues : 340";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308357909;Bibliothèque nationale de France, département Littérature et art, 8-Y2-22419;Collection : Bibliothèque contemporaine, Collection : Bibliothèque contemporaine, Contient une table des matières;bnf.fr;840;80;monographie;96330;14.10.2007 22:00;231e1d0e-9c48-436d-a7d2-0a1e0abc5e95;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_Annette Laïs, par Paul Féval;ark__12148_bpt6k1411977c;https://gallica.bnf.fr/ark:/12148/bpt6k1411977c;Annette Laïs, par Paul Féval;Féval, Paul (1816-1887);Paris;1865;In-18, 410 p., Nombre total de vues : 424;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30433151k;Bibliothèque nationale de France, département Littérature et art, Y2-35020;Avec mode texte;bnf.fr;;;monographie;89140;19.01.2019 23:00;7a93eed3-d5a0-4a9b-97d6-e0d7b6f40f9b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Cara;ark__12148_bpt6k640454;https://gallica.bnf.fr/ark:/12148/bpt6k640454;Cara ;Malot, Hector (1830-1907);Paris;1895;"1 vol. (421 p.) ; in-18, Nombre total de vues : 427";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868594g;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17365;;bnf.fr;840;80;monographie;90120;14.10.2007 22:00;40c85566-2f32-4a55-abc0-7ad316247d46;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Conscience;ark__12148_bpt6k912745;https://gallica.bnf.fr/ark:/12148/bpt6k912745;Conscience ;Malot, Hector (1830-1907);Paris;1888;"1 vol. (421 p.) ; in-12, Nombre total de vues : 426";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868601x;Bibliothèque nationale de France, département Littérature et art, 8-Y2-41263;;bnf.fr;840;80;monographie;94730;14.10.2007 22:00;ffcdc2e5-092b-42bd-9694-8a4736607cbc;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_La cathédrale (8e éd.);ark__12148_bpt6k663741;https://gallica.bnf.fr/ark:/12148/bpt6k663741;La cathédrale (8e éd.) ;Huysmans, Joris-Karl (1848-1907);Paris;1898;"488 p. ; in-18, Nombre total de vues : 491";['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12046794t', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30631453z;Bibliothèque nationale de France, département Littérature et art, 8-Y2-22373;La cathédrale (français);bnf.fr;840;80;monographie;95540;14.10.2007 22:00;174ab08f-150e-4847-8b73-541b8ea777d9;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Miss Clifton : souvenirs d'un;ark__12148_bpt6k64056s;https://gallica.bnf.fr/ark:/12148/bpt6k64056s;Miss Clifton : souvenirs d'un blessé ;Malot, Hector (1830-1907);Paris;1895;"1 vol. (335 p.) : couv. ill. ; in-18, Nombre total de vues : 342";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868660f;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17380;;bnf.fr;840;80;monographie;93650;14.10.2007 22:00;fa9e2e65-948a-4927-9e93-20d1c685a623;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_La bague de chanvre (Seule;ark__12148_bpt6k807445;https://gallica.bnf.fr/ark:/12148/bpt6k807445;La bague de chanvre (Seule éd. rev. et corr.) ;Féval, Paul (1816-1887);Paris;1925;"181-4 p. ; 21 cm, Nombre total de vues : 189";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32103397k;Bibliothèque nationale de France, département Littérature et art, 8-Y2-69646;Contient une table des matières;bnf.fr;840;80;monographie;93990;14.10.2007 22:00;7685c4d9-559b-4074-9ad2-f1b36301079d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_Sainte Lydwine de Schiedam;ark__12148_bpt6k1167721t;https://gallica.bnf.fr/ark:/12148/bpt6k1167721t;Sainte Lydwine de Schiedam ;Huysmans, Joris-Karl (1848-1907);Paris;1950;"X-276 p. ; 19 cm, Nombre total de vues : 310";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32267132t;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-M-1638;Avec mode texte;bnf.fr;;;monographie;8930;01.05.2016 22:00;cdb7783d-29a8-4457-97b4-216caa29a60d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_Les errants de nuit :;ark__12148_bpt6k6541902r;https://gallica.bnf.fr/ark:/12148/bpt6k6541902r;Les errants de nuit : oeuvres de Paul Féval soigneusement revues et corrigées;Féval, Paul (1816-1887);['V. Palmé (Paris)', 'J. Albanel (Bruxelles)'];1880;"1 vol. (424 p.) ; in-18, Nombre total de vues : 444";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30432931x;Bibliothèque nationale de France, département Littérature et art, 8-Y2-3478;Collection : Collection nouvelle à trois francs, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99960;29.09.2013 22:00;2e2dc999-abc0-4521-9ed0-890374aea271;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Paulette (10e édition);ark__12148_bpt6k64062q;https://gallica.bnf.fr/ark:/12148/bpt6k64062q;Paulette (10e édition) ;Malot, Hector (1830-1907);Paris;1895;"1 vol. (397 p.) : couv. ill. ; in-18, Nombre total de vues : 403";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308686686;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17585;;bnf.fr;840;80;monographie;87830;14.10.2007 22:00;9ae3fd3f-9c71-4cbf-8e1b-d703c4e8dee7;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_En route;ark__12148_bpt6k6493092t;https://gallica.bnf.fr/ark:/12148/bpt6k6493092t;En route ;Huysmans, Joris-Karl (1848-1907);Paris;1895;"1 vol. (458 p.) ; in-18, Nombre total de vues : 484";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb120467924', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30631469b;Bibliothèque nationale de France, département Littérature et art, 8-Y2-49250;En route (français), Appartient à l’ensemble documentaire : GTextes1, Avec mode texte;bnf.fr;840;80;monographie;99930;11.03.2013 23:00;02b801ea-4cba-4f84-a283-cbdfbb7720ce;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Justice;ark__12148_bpt6k640663;https://gallica.bnf.fr/ark:/12148/bpt6k640663;Justice ;Malot, Hector (1830-1907);Paris;1895;"1 vol. (432 p.) : couv. ill. ; in-18, Nombre total de vues : 439";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308686299;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17584;;bnf.fr;840;80;monographie;90260;14.10.2007 22:00;2d20d3dc-159b-4d5e-849d-0595bd3e19b1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Marié par les prêtres;ark__12148_bpt6k64053r;https://gallica.bnf.fr/ark:/12148/bpt6k64053r;Marié par les prêtres ;Malot, Hector (1830-1907);Paris;1895;"1 vol. (467 p.) ; in-18, Nombre total de vues : 472";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868651g;Bibliothèque nationale de France, département Littérature et art, 8-Y2-17374;;bnf.fr;840;80;monographie;94790;14.10.2007 22:00;84e3faaa-402b-415a-b27f-88f2c0701260;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_En ménage;ark__12148_bpt6k6149917q;https://gallica.bnf.fr/ark:/12148/bpt6k6149917q;En ménage ;Huysmans, Joris-Karl (1848-1907);G. Charpentier (Paris);1881;In-16, 348 p.;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb306314638;Bibliothèque nationale de France, département Littérature et art, 8-Y2-4584;;bnf.fr;800;80;monographie;99980;24.10.2010 22:00;b6eebb8c-bf6e-4b5f-8e42-14cd8eb66f8c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_La vampire;ark__12148_bpt6k69193g;https://gallica.bnf.fr/ark:/12148/bpt6k69193g;La vampire ;Féval, Paul (1816-1887);Paris;1891;"235 p. ; in-18, Nombre total de vues : 240";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30433155z;Bibliothèque nationale de France, département Littérature et art, 8-Y2-44507;Collection : Nos grands auteurs, Collection : Nos grands auteurs;bnf.fr;840;80;monographie;93130;14.10.2007 22:00;cc8922ae-fb5c-4ec6-8722-5630605e6508;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Le lieutenant Bonnet;ark__12148_bpt6k3040267j;https://gallica.bnf.fr/ark:/12148/bpt6k3040267j;Le lieutenant Bonnet ;Malot, Hector (1830-1907);Paris;1885;"1 vol. (385 p.) ; in-12, Nombre total de vues : 414";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868630h;Bibliothèque nationale de France, département Littérature et art, 8-Y2-9157;Avec mode texte;bnf.fr;840;80;monographie;80760;12.01.2019 23:00;869799e7-eed4-4c9c-8e05-63ad582eaa32;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Huysmans_En rade;ark__12148_bpt6k1057838x;https://gallica.bnf.fr/ark:/12148/bpt6k1057838x;En rade;Huysmans, Joris-Karl (1848-1907);Tresse et Stock (Paris);1887;"319 p. ; 19 cm, Nombre total de vues : 341, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb17789677d', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35445241x;Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z DON-599 (23);En rade (français), Avec mode texte;bnf.fr;;;monographie;10000;12.10.2014 22:00;e399540b-47e2-4242-b2a1-a026e0cf80db;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Pompon, par Hector Malot. 2e;ark__12148_bpt6k86300034;https://gallica.bnf.fr/ark:/12148/bpt6k86300034;Pompon, par Hector Malot. 2e édition;Malot, Hector (1830-1907);É. Dentu (Paris);1881;In-18, 469 p., Nombre total de vues : 500;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308686775;Bibliothèque nationale de France, département Littérature et art, 8-Y2-12808;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99940;13.11.2016 23:00;2b576079-f117-4910-a626-b4cec7513e69;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Féval_La chasse au roi (Seule;ark__12148_bpt6k80929t;https://gallica.bnf.fr/ark:/12148/bpt6k80929t;La chasse au roi (Seule éd. rev. et corr.) ;Féval, Paul (1816-1887);Paris;1926;"188 p. : couv. ill. en coul. ; 21 cm, Nombre total de vues : 192";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32103424n;Bibliothèque nationale de France, département Littérature et art, 8-Y2-70756;;bnf.fr;840;80;monographie;95160;14.10.2007 22:00;3cd9a121-cb9c-45a2-9c19-77d2642870a8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Malot_Séduction;ark__12148_bpt6k65575651;https://gallica.bnf.fr/ark:/12148/bpt6k65575651;Séduction ;Malot, Hector (1830-1907);É. Dentu (Paris);1881;"1 vol. (376 p.) ; in-18, Nombre total de vues : 388, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb308687105;Bibliothèque nationale de France, département Littérature et art, 8-Y2-4916;Avec mode texte;bnf.fr;840;80;monographie;99930;27.10.2013 23:00;45601ef5-0fc4-4bbd-9b97-f9b4652eef1c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
